Gene1,Gene2,Type
CEBPD,AGT,1
CEBPD,ACY1,1
CEBPD,FOXA2,1
CEBPD,PAK1IP1,1
CEBPD,TGIF2,1
CEBPD,RFXANK,1
CEBPD,HNF4A,1
CEBPD,CDKN3,1
CEBPD,MRPS27,1
CEBPD,FASTKD2,1
CEBPD,SRF,1
CEBPD,BPTF,1
CEBPD,HP,1
CEBPD,NOP16,1
CEBPD,GEMIN8,1
CEBPD,CREB1,1
CEBPD,ZNF397,1
CEBPD,ACTL6A,1
CEBPD,ZNF121,1
CEBPD,EXOSC3,1
CEBPD,G2E3,1
CEBPD,ANP32E,1
CEBPD,ZBTB24,1
CEBPD,PARPBP,1
CEBPD,NUP37,1
CEBPD,RBPJ,1
CEBPD,CENPN,1
CEBPD,ZNF574,1
CEBPD,NIP7,1
CEBPD,YBX1,1
CEBPD,SMAD3,1
CEBPD,THAP1,1
CEBPD,THRB,1
CEBPD,DNAH14,1
CEBPD,ZNF581,1
CEBPD,BPHL,1
CEBPD,POLB,1
CEBPD,TMEM37,1
CEBPD,RFC4,1
CEBPD,POU2F1,1
CEBPD,ACAA1,1
CEBPD,DDB2,1
CEBPD,GMNN,1
CEBPD,RAB28,1
CEBPD,FOXP1,1
CEBPD,NUDT15,1
CEBPD,ZNF691,1
CEBPD,TMEM177,1
CEBPD,POLR1C,1
CEBPD,ZNF33A,1
CEBPD,GSN,1
CEBPD,TIPIN,1
CEBPD,ARID2,1
CEBPD,VEZF1,1
CEBPD,PHGDH,1
CEBPD,AEBP2,1
CEBPD,ARID3B,1
CEBPD,PEMT,1
CEBPD,ATG5,1
CEBPD,SKIL,1
CEBPD,STAT2,1
CEBPD,ZNF675,1
CEBPD,GALM,1
CEBPD,IL6ST,1
CEBPD,UQCC1,1
CEBPD,SMOX,1
CEBPD,KIF20B,1
CEBPD,DNPEP,1
CEBPD,HMMR,1
CEBPD,ZNF589,1
CEBPD,TERF1,1
CEBPD,GNPNAT1,1
CEBPD,ANAPC4,1
CEBPD,AHR,1
CEBPD,ZNF286A,1
CEBPD,NDUFAF4,1
CEBPD,FOXA1,1
CEBPD,SKA3,1
CEBPD,PEG3,1
CEBPD,NUDT1,1
CEBPD,GMPR2,1
CEBPD,CCS,1
CEBPD,PPIL1,1
CEBPD,TBX3,1
CEBPD,TBPL1,1
CEBPD,NUP85,1
CEBPD,ISY1,1
CEBPD,PIM2,1
CEBPD,BBS9,1
CEBPD,AMZ2,1
CEBPD,PPT1,1
CEBPD,F2,1
CEBPD,DSN1,1
CEBPD,PON2,1
CEBPD,MTUS1,1
CEBPD,THAP4,1
CEBPD,GSTK1,1
CEBPD,GALK1,1
CEBPD,F10,1
CEBPD,EEF1E1,1
CEBPD,NDUFAF5,1
CEBPD,LITAF,1
CEBPD,PUS7L,1
CEBPD,GMEB1,1
CEBPD,APOC3,1
CEBPD,ID3,1
CEBPD,AIMP2,1
CEBPD,NEDD1,1
CEBPD,GATA4,1
CEBPD,DERA,1
CEBPD,DEPDC7,1
CEBPD,ZFP64,1
CEBPD,ATIC,1
CEBPD,ZNF114,1
CEBPD,FMO5,1
CEBPD,NT5DC2,1
CEBPD,HAUS1,1
CEBPD,EPAS1,1
CEBPD,TTR,1
CEBPD,PHF20,1
CEBPD,MTAP,1
CEBPD,TFDP2,1
CEBPD,COQ3,1
CEBPD,SCAPER,1
CEBPD,OAZ2,1
CEBPD,FOXO1,1
CEBPD,ZNF286B,1
CEBPD,ZNF573,1
CEBPD,TPX2,1
CEBPD,RHOBTB3,1
CEBPD,AMBP,1
CEBPD,FOSL2,1
CEBPD,ASPH,1
CEBPD,MSH2,1
CEBPD,LAMC1,1
CEBPD,ALB,1
CEBPD,VPS72,1
CEBPD,WDYHV1,1
CEBPD,LAMB2,1
CEBPD,GMPS,1
CEBPD,GTF2I,1
CEBPD,EFTUD2,1
CEBPD,DUT,1
CEBPD,DECR1,1
CEBPD,ZNF891,1
CEBPD,CTPS1,1
CEBPD,ZNF207,1
CEBPD,E2F5,1
CEBPD,ZNF101,1
CEBPD,MPC1,1
CEBPD,COMMD10,1
CEBPD,ZNF281,1
CEBPD,THYN1,1
CEBPD,HELLS,1
CEBPD,C12orf45,1
CEBPD,ZNF569,1
CEBPD,ZNF567,1
CEBPD,PYGL,1
CEBPD,MELK,1
CEBPD,LMO7,1
CEBPD,G6PC3,1
CEBPD,TMEM120A,1
CEBPD,CDCA3,1
CEBPD,ZFYVE21,1
CEBPD,SULT1A2,1
CEBPD,EBNA1BP2,1
CEBPD,NR2F2,1
CEBPD,F3,1
CEBPD,RGN,1
CEBPD,RRM1,1
CEBPD,KNG1,1
CEBPD,IMP4,1
CEBPD,KNSTRN,1
CEBPD,MORN2,1
CEBPD,ALDH9A1,1
CEBPZ,CENPA,1
CEBPZ,ZBTB3,1
CEBPZ,TCF3,1
CEBPZ,ANP32E,1
CEBPZ,ZFYVE21,1
CEBPZ,GATAD2B,1
CEBPZ,TOP2A,1
CEBPZ,ZNF143,1
CEBPZ,ZNF91,1
CEBPZ,KAT7,1
CREB1,FANCD2,1
CREB1,ZNF721,1
CREB1,RRM1,1
CREB1,ZFAND2A,1
CREB1,CENPK,1
CREB1,C11orf1,1
CREB1,TBRG4,1
CREB1,NOL10,1
CREB1,EXOSC9,1
CREB1,PAK1IP1,1
CREB1,ATG5,1
CREB1,KLHL7,1
CREB1,WDHD1,1
CREB1,WDR74,1
CREB1,EFTUD2,1
CREB1,PHF5A,1
CREB1,THAP4,1
CREB1,ING3,1
CREB1,PRC1,1
CREB1,PEF1,1
CREB1,PRMT3,1
CREB1,MTTP,1
CREB1,CACYBP,1
CREB1,CENPE,1
CREB1,TCF3,1
CREB1,KAT7,1
CREB1,ICE2,1
CREB1,AURKA,1
CREB1,TSFM,1
CREB1,HAT1,1
CREB1,ZNF143,1
CREB1,TFRC,1
CREB1,ARG2,1
CREB1,ZNF589,1
CREB1,ISY1,1
CREB1,ZNF891,1
CREB1,ATP1B3,1
CREB1,ZNF561,1
CREB1,NR6A1,1
CREB1,ZNF146,1
CREB1,POLB,1
CREB1,PCNA,1
CREB1,ATL2,1
CREB1,RFC4,1
CREB1,GEMIN8,1
CREB1,ZSCAN21,1
CREB1,PHF20,1
CREB1,TF,1
CREB1,CKS2,1
CREB1,RFC2,1
CREB1,SMC4,1
CREB1,SKIL,1
CREB1,NEDD1,1
CREB1,ZNF121,1
CREB1,RNASEH2A,1
CREB1,FOSB,1
CREB1,NIF3L1,1
CREB1,AEBP2,1
CREB1,CREB3L2,1
CREB1,TIMM21,1
CREB1,CENPN,1
CREB1,HERPUD1,1
CREB1,WDR43,1
CREB1,ANP32E,1
CREB1,MLF1,1
CREB1,MRPS27,1
CREB1,ZNF562,1
CREB1,ZNF644,1
CREB1,NUDT15,1
CREB1,MCM6,1
CREB1,ZNF260,1
CREB1,RNF138,1
CREB1,NUP35,1
CREB1,FOSL1,1
CREB1,MCM7,1
CREB1,ATG4C,1
CREB1,LCMT1,1
CREB1,PEMT,1
CREB1,CEBPZ,1
CREB1,AIMP2,1
CREB1,WARS,1
CREB1,NPRL2,1
CREB1,VRK1,1
CREB1,NUP54,1
CREB1,MYSM1,1
CREB1,TIPIN,1
CREB1,BUB1B,1
CREB1,EGR1,1
CREB1,NCAPG,1
CREB1,NIP7,1
CREB1,HNRNPH2,1
CREB1,ADNP2,1
CREB1,NUF2,1
CREB1,THAP5,1
CREB1,MIS18BP1,1
CREB1,JUND,1
CREB1,PIGH,1
CREB1,NDUFAF5,1
CREB1,SP4,1
CREB1,CHEK1,1
CREB1,KIF23,1
CREB1,RAB28,1
CREB1,MXD1,1
CREB1,UBE2T,1
CREB1,DCAF13,1
CREB1,HIBCH,1
CREB1,RUVBL1,1
CREB1,CHEK2,1
CREB1,ATF3,1
CREB1,CENPA,1
CREB1,TMEM69,1
CREB1,AASS,1
CREB1,MTF2,1
CREB1,GATM,1
CREB1,CDCA3,1
CREB1,MAD2L1,1
CREB1,PUS7L,1
CREB1,ZWILCH,1
CREB1,KDM2B,1
CREB1,FBL,1
CREB1,FOXP1,1
CREB1,NUP93,1
CREB1,PRKCE,1
CREB1,TFDP1,1
CREB1,ASL,1
CREB1,AHR,1
CREB1,AMZ2,1
CREB1,ZNF766,1
CREB1,XBP1,1
CREB1,E2F3,1
CREB1,LAPTM4B,1
CREB1,DRAP1,1
CREB1,SLC38A2,1
CREB1,ADNP,1
CREB1,CRYZL1,1
CREB1,DPH6,1
CREB1,C1GALT1,1
CREB1,RFX5,1
CREB1,DSN1,1
CREB1,CENPU,1
CREB1,GLI1,1
CREB1,SRF,1
CREB1,GMPR2,1
CREB1,MCM3,1
CREB1,GPN3,1
CREB1,ARID3B,1
CREB1,AURKB,1
CREB1,CCNB1,1
CREB1,THYN1,1
CREB1,ORC4,1
CREB1,MAFF,1
CREB1,ACADSB,1
CREB1,PRMT5,1
CREB1,DPAGT1,1
CREB1,ZNF574,1
CREB1,ZNF74,1
CREB1,CUEDC2,1
CREB1,SLC7A6,1
CREB1,KPNA2,1
CREB1,CXXC1,1
CREB1,ZNF551,1
CREB1,CDK5RAP1,1
CREB1,UTP18,1
CREB1,TFE3,1
CREB1,NR1H3,1
CREB1,DDIT3,1
CREB1,E2F5,1
CREB1,ZNF286A,1
CREB1,MYBL2,1
CREB1,TPX2,1
CREB1,ACTL6A,1
CREB1,PPP1R7,1
CREB1,CEP70,1
CREB1,DGAT1,1
CREB1,TFDP2,1
CREB1,SIL1,1
CREB1,DTWD1,1
CREB1,TATDN3,1
CREB1,ZNF850,1
CREB1,FOSL2,1
CREB1,BPTF,1
CREB1,ZNF567,1
CREB1,IQCB1,1
CREB1,ZNF354A,1
CREB1,FEN1,1
CREB1,PARPBP,1
CREB1,NUP37,1
CREB1,MPC1,1
CREB1,THAP1,1
CREB1,HMGB2,1
CREB1,ZWINT,1
CREB1,MCM4,1
CREB1,EEF1E1,1
CREB1,BLM,1
CREB1,ZNF280B,1
CREB1,CAMK2D,1
CREB1,BCS1L,1
CREB1,PLRG1,1
CREB1,BIRC5,1
CREB1,CDK4,1
CREB1,KIF22,1
CREB1,DLGAP5,1
CREB1,IL6ST,1
CREB1,CDKN3,1
CREB1,TBPL1,1
CREB1,NOP16,1
CREB1,ASNS,1
CREB1,MORN2,1
CREB1,IMP4,1
CREB1,CHCHD3,1
CREB1,TCFL5,1
CREB1,DROSHA,1
CREB1,PLK1,1
CREB1,TGIF2,1
CREB1,VPS72,1
CREB1,ZNF33A,1
CREB1,COMMD10,1
CREB1,ZNF670,1
CREB1,HMGA1,1
CREB1,HMMR,1
CREB1,TOP2A,1
CREB1,CKAP2,1
CREB1,NUP88,1
CREB1,HMGN4,1
CREB1,ZNF207,1
CREB1,DOT1L,1
CREB1,PMAIP1,1
CREB1,SEC11C,1
CREB1,STAT2,1
CREB1,MRPL1,1
CREB1,STMN1,1
CREB1,E2F4,1
CREB1,MTHFD2,1
CREB1,UGP2,1
CREB1,PA2G4,1
CREB1,ACADVL,1
CREB1,ISG15,1
CREB1,UBE2C,1
CREB1,ZFYVE21,1
CREB1,NEK2,1
CREB1,IRF1,1
CREB1,ALG8,1
CREB1,CPSF3,1
CREB1,JUN,1
CREB1,BRIX1,1
CREB1,ZNF57,1
CREB1,SPTLC3,1
CREB1,ACY1,1
CREB1,TDP2,1
CREB1,DNPEP,1
CREB1,THAP11,1
CREB1,TOPORS,1
CREB1,SP8,1
CREB1,KIF20B,1
CREB1,ACOT7,1
CREB1,MAZ,1
CREB1,GMNN,1
CREB1,MSH2,1
CREB1,ZNF232,1
CREB1,MBNL2,1
CREB1,ZNF569,1
CREB1,ZNF691,1
CREB1,RAD51AP1,1
CREB1,SKA3,1
CREB1,FANCI,1
CREB1,C17orf75,1
CREB1,GGCT,1
CREB1,C11orf74,1
CREB1,MPHOSPH9,1
CREB1,C19orf48,1
CREB1,ZNF620,1
CREB1,MST1,1
CREB1,CDC20,1
CREB1,ZNF92,1
CREB1,ZNF397,1
CREB1,TEX10,1
CREB1,DDIT4,1
CREB1,NUSAP1,1
CREB1,CENPF,1
CREB1,TBX3,1
CREB1,BBS9,1
CREB1,NUDT1,1
CREB1,SMAD5,1
CREB1,ZNF512,1
CREB1,GTF2I,1
CREB1,TP53,1
CREB1,DR1,1
CREB1,RSU1,1
CREB1,UQCC1,1
CREB1,ZBTB3,1
CREB1,HINFP,1
CREB1,GATAD2B,1
CREB1,ZNF134,1
CREB1,RBPJ,1
CREB1,UBL7,1
CREB1,FOXA1,1
CREB1,NFYB,1
CREB1,TK1,1
CREB1,FLRT3,1
CREB1,CCS,1
CREB1,ECT2,1
CREB1,CCNB2,1
CREB1,E2F8,1
CREB1,PPIL1,1
CREB1,ZNF770,1
CREB1,CETN3,1
CREB1,ARID2,1
CREB1,BCL11B,1
CREB1,IRF9,1
CREB1,ZNF484,1
CREB1,USP7,1
CREB1,FOXN2,1
CREB1,MEST,1
CREB1,CCDC82,1
CREB1,HMGN3,1
CREB1,PLAGL2,1
CREB1,SAAL1,1
CREB1,SLC38A1,1
CREB1,DNAH14,1
CREB1,ZNF286B,1
CREB1,ID2,1
CREB1,IRF3,1
CREB1,ZBED5,1
CREB1,XPO5,1
CREB1,FAM13A,1
CREB1,GNPNAT1,1
CREB1,PRIM1,1
CREB1,ZFHX3,1
CREB1,G6PC3,1
CREB1,ZNF160,1
CREB1,TIMM9,1
CREB1,DNMT1,1
CREB1,APEH,1
CREB1,AKR1B1,1
CREB1,CEBPA,1
CREB1,TMEM120A,1
CREB1,NVL,1
CREB1,ZFP64,1
CREB1,ASPH,1
CREB1,ZNF91,1
CREB1,YBX1,1
CREB1,CMC1,1
CREB1,HPN,1
CREB1,DDB2,1
CREB1,ZNF398,1
CREB1,WDR12,1
CREB1,POLR1C,1
CREB1,CTPS1,1
CREB1,DCLRE1C,1
CREB1,EXOSC3,1
CREB1,DPH5,1
CREB1,FASTKD2,1
CREB1,ZFP82,1
CREB1,ZNF202,1
CREB1,RFXANK,1
CREB1,CRAT,1
CREB1,PSMG1,1
CREB1,FOXM1,1
CREB1,ZIK1,1
CREB1,BPHL,1
CREB1,HMGCL,1
CREB1,KNTC1,1
CREB1,CDK1,1
CREB1,POP5,1
CREB1,GSN,1
CREB1,DECR1,1
CREB1,MAF,1
CREB1,CREB3L4,1
CREB1,ZNF300,1
CREB1,ATMIN,1
CREB1,ZFP62,1
CREB1,ANAPC4,1
CREB1,LRR1,1
CREB1,BZW2,1
CREB1,UCP2,1
CREB1,AXL,1
CREB1,COMMD3,1
CREB1,NDUFAF4,1
CREB1,PSAT1,1
CREB1,ZNF573,1
CREB1,MTERF3,1
CREB1,IL32,1
CREB1,E2F7,1
CREB1,KDELR3,1
CREB1,BSCL2,1
CREB1,FAM114A1,1
CREB1,TERF1,1
CREB1,IQGAP2,1
CREB1,NME2,1
CREB1,WDYHV1,1
CREB1,ZNF675,1
CREB1,SGK1,1
CREB1,DUT,1
CREB1,ZNF649,1
CREB1,DPCD,1
CREB1,HAUS1,1
CREB1,FUCA1,1
CREB1,ZNF695,1
CREB1,PAFAH1B3,1
CREB1,COQ3,1
CREB1,PCGF6,1
CREB1,EPHX2,1
CREB1,ZSCAN2,1
CREB1,ECHDC2,1
CREB1,NR3C1,1
CREB1,ZNF227,1
CREB1,ZNF616,1
CREB1,MMS22L,1
CREB1,C12orf10,1
CREB1,USP44,1
CREB1,ETV5,1
CREB1,G2E3,1
CREB1,ZBTB24,1
CREB1,ATIC,1
CREB1,APOC2,1
CREB1,MT1X,1
CREB1,BUB1,1
CREB1,PPT1,1
CREB1,GSTK1,1
CREB1,ACAA1,1
CREB1,NUP85,1
CREB1,MTUS1,1
CREB1,ASNSD1,1
CREB1,GEMIN2,1
CREB1,REST,1
CREB1,THRB,1
CREB1,KNSTRN,1
CREB1,ALDH9A1,1
CREB1,GYG1,1
CREB1,FANCL,1
CREB1,ZNF660,1
CREB1,EFNA1,1
CREB1,NR2F2,1
CREB1,YAF2,1
CREB1,MTHFD1,1
CREB1,TMEM177,1
CREB1,GALM,1
CREB1,TRIM59,1
CREB1,KLF5,1
CREB1,ANXA4,1
CREB1,ANLN,1
CREB1,PON2,1
CREB1,PIM2,1
CREB1,HSD17B11,1
CREB1,EBNA1BP2,1
CREB1,SMAD3,1
CREB1,ZNF581,1
CREB1,ANAPC7,1
CREB1,DNMT3B,1
CREB1,VEZF1,1
CREB1,TGIF1,1
CREB1,ETS1,1
CREB1,ZNF485,1
CREB1,POU2F1,1
CREB1,LMO7,1
CREB1,STX8,1
CREB1,SF3B3,1
CREB1,ACAD11,1
CREB1,TPD52L1,1
CREB1,SCAPER,1
CREB1,FOXO1,1
CREB1,RBP4,1
CREB1,HDX,1
CREB1,GRHL1,1
CREB1,CTSC,1
CREB1,WDR54,1
CREB1,PTTG1,1
CREB1,ZNF860,1
CREB1,PEG3,1
CREB1,MTAP,1
CREB1,FGA,1
CREB1,GRPR,1
CREB1,FOXA2,1
CREB1,HELLS,1
CREB1,OAZ2,1
CREB1,HPRT1,1
CREB1,F10,1
CREB1,DEPDC7,1
CREB1,P4HA2,1
CREB1,HGD,1
CREB1,ANG,1
CREB1,C12orf45,1
CREB1,ZNF101,1
CREB1,ALG6,1
CREB1,CA2,1
CREB1,EPAS1,1
CREB1,ZNF480,1
CREB1,MELK,1
CREB1,PYGL,1
CREB1,DPYSL2,1
CREB1,ZNF43,1
CREB1,F2RL1,1
CREB1,CBX2,1
CREB1,CEBPD,1
CREB1,ZNF483,1
CREB1,RAMP1,1
CREB1,GALK1,1
CREB1,ZNF66,1
CREB1,GMPS,1
CREB1,LAMB2,1
CREB1,LAMC1,1
CREB1,DDAH1,1
CREB1,DPF3,1
CREB1,ITGB5,1
CREB1,GMEB1,1
CREB1,ZNF516,1
CREB1,ZNF281,1
CREB1,HIF3A,1
CREB1,S100A16,1
CREB1,ETV1,1
CREB1,CXXC5,1
CREB1,AGT,1
CREB1,TET1,1
CREB1,PHGDH,1
CREB1,ZNF587B,1
CREB1,CREB3L3,1
CREB1,APOB,1
CREB1,RRM2,1
CREB1,DERA,1
CREB1,SMOX,1
CREB1,SHMT2,1
CREB1,ZBTB44,1
CREB1,TEAD4,1
CREB1,SLC25A20,1
CREB1,RREB1,1
CREB1,ETV4,1
CREB1,BLVRA,1
CREB1,ZNF253,1
CREB1,SLC35D2,1
CREB1,F2,1
CREB1,NR2F6,1
CREB1,HP,1
CREB1,VTN,1
CREB1,TCF7L1,1
CREB1,FABP1,1
CREB1,ZNF85,1
CREB1,MGST2,1
CREB1,RHOBTB3,1
CREB1,AGTRAP,1
CREB1,DNASE1,1
CREB1,MLXIPL,1
CREB1,APOA2,1
CREB1,PITX1,1
CREB1,NCOA1,1
CREB1,AMBP,1
CREB1,CAPG,1
CREB1,F3,1
CREB1,NT5DC2,1
CREB1,PDGFRA,1
CREB1,GATA6,1
CREB1,AHSG,1
CREB1,ZNF114,1
CREB1,ASGR1,1
CREB1,MYC,1
CREB1,FGG,1
CREB1,MTFP1,1
CREB1,HPX,1
CREB1,BST2,1
CREB1,HNF4A,1
CREB1,TEAD2,1
CREB1,SERPIND1,1
CREB1,GATA4,1
CREB1,DDC,1
CREB1,SP100,1
CREB1,NR1I3,1
CREB1,LEAP2,1
CREB1,APOC3,1
CREB1,ALB,1
CREB1,APOA1,1
CREB1,SOX2,1
CREB1,SALL2,1
CREB1,TM4SF4,1
CREB1,TTR,1
CREB1,EBF4,1
CREB1,CSRP2,1
CREB1,SPP1,1
CREB1,PRAP1,1
CREB1,ACOX2,1
CREB1,NODAL,1
CREB1,MYCN,1
CREB1,ARSE,1
CREB1,PRPS2,1
CREB1,PDZK1,1
CREB1,TUBB6,1
CREB1,LGALS1,1
CREB1,LITAF,1
CREB1,SULT1A2,1
CREB1,MEP1A,1
CREB1,HMGA2,1
ELF1,ZBTB24,1
ELF1,AURKA,1
ELF1,ATG4C,1
ELF1,RSU1,1
ELF1,ZNF766,1
ELF1,TOPORS,1
ELF1,MCM4,1
ELF1,NOL10,1
ELF1,TF,1
ELF1,FANCD2,1
ELF1,IMP4,1
ELF1,DR1,1
ELF1,ZNF160,1
ELF1,ANXA4,1
ELF1,WDHD1,1
ELF1,DCAF13,1
ELF1,DDIT3,1
ELF1,UGP2,1
ELF1,E2F4,1
ELF1,WDYHV1,1
ELF1,DCLRE1C,1
ELF1,ZNF92,1
ELF1,ID2,1
ELF1,EBNA1BP2,1
ELF1,UBL7,1
ELF1,ATG5,1
ELF1,THAP5,1
ELF1,NPRL2,1
ELF1,ZNF721,1
ELF1,PRMT3,1
ELF1,KNTC1,1
ELF1,ZNF398,1
ELF1,XPO5,1
ELF1,EFTUD2,1
ELF1,ORC4,1
ELF1,ZFAND2A,1
ELF1,TBRG4,1
ELF1,ZNF397,1
ELF1,TMEM120A,1
ELF1,PARPBP,1
ELF1,NUP37,1
ELF1,VPS72,1
ELF1,ZFP62,1
ELF1,KAT7,1
ELF1,BRIX1,1
ELF1,ARID3B,1
ELF1,GSN,1
ELF1,G6PC3,1
ELF1,ZNF480,1
ELF1,PHF5A,1
