"BEND_MAP_ID","EdgeBetweenness","interaction","name","node::Source_selected","node::Target_selected","selected","shared interaction","shared name"
"217","1264.6153846153893","interacts with","FOXA1 (interacts with) KLF6","false","false","false","interacts with","FOXA1 (interacts with) KLF6"
"221","1317.2499999999977","interacts with","FOXA1 (interacts with) CKS2","false","false","false","interacts with","FOXA1 (interacts with) CKS2"
"225","1317.4166666666645","interacts with","FOXA1 (interacts with) F2","false","false","false","interacts with","FOXA1 (interacts with) F2"
"227","22763.36911976917","interacts with","FOXA1 (interacts with) MYBL2","false","false","false","interacts with","FOXA1 (interacts with) MYBL2"
"229","34578.19769119752","interacts with","FOXA1 (interacts with) FOSL2","false","false","false","interacts with","FOXA1 (interacts with) FOSL2"
"231","29641.264357864515","interacts with","FOXA1 (interacts with) RFX5","false","false","false","interacts with","FOXA1 (interacts with) RFX5"
"235","1317.833333333331","interacts with","FOXA1 (interacts with) KIF23","false","false","false","interacts with","FOXA1 (interacts with) KIF23"
"239","1317.9999999999977","interacts with","FOXA1 (interacts with) MAD2L1","false","false","false","interacts with","FOXA1 (interacts with) MAD2L1"
"243","1318.083333333331","interacts with","FOXA1 (interacts with) ZWILCH","false","false","false","interacts with","FOXA1 (interacts with) ZWILCH"
"247","1159.8461538461443","interacts with","FOXA1 (interacts with) SRF","false","false","false","interacts with","FOXA1 (interacts with) SRF"
"249","30226.864357864768","interacts with","FOXA1 (interacts with) CEBPD","false","false","false","interacts with","FOXA1 (interacts with) CEBPD"
"253","1159.8461538461443","interacts with","FOXA1 (interacts with) EPAS1","false","false","false","interacts with","FOXA1 (interacts with) EPAS1"
"255","38888.8643578645","interacts with","FOXA1 (interacts with) CREB1","false","false","false","interacts with","FOXA1 (interacts with) CREB1"
"257","26170.65483405525","interacts with","FOXA1 (interacts with) MYC","false","false","false","interacts with","FOXA1 (interacts with) MYC"
"259","22503.683405483807","interacts with","FOXA1 (interacts with) REST","false","false","false","interacts with","FOXA1 (interacts with) REST"
"263","1090.0000000000045","interacts with","FOXA1 (interacts with) ATF3","false","false","false","interacts with","FOXA1 (interacts with) ATF3"
"267","1319.333333333331","interacts with","FOXA1 (interacts with) RUVBL1","false","false","false","interacts with","FOXA1 (interacts with) RUVBL1"
"271","1319.583333333331","interacts with","FOXA1 (interacts with) RRM2","false","false","false","interacts with","FOXA1 (interacts with) RRM2"
"273","23782.940548340728","interacts with","FOXA1 (interacts with) MAZ","false","false","false","interacts with","FOXA1 (interacts with) MAZ"
"277","1319.7499999999977","interacts with","FOXA1 (interacts with) CENPU","false","false","false","interacts with","FOXA1 (interacts with) CENPU"
"281","1319.9166666666642","interacts with","FOXA1 (interacts with) EXOSC9","false","false","false","interacts with","FOXA1 (interacts with) EXOSC9"
"285","1320.1666666666642","interacts with","FOXA1 (interacts with) GSN","false","false","false","interacts with","FOXA1 (interacts with) GSN"
"287","0.0","interacts with","FOXA1 (interacts with) FOXA1","false","false","false","interacts with","FOXA1 (interacts with) FOXA1"
"291","1320.4999999999977","interacts with","FOXA1 (interacts with) MAF","false","false","false","interacts with","FOXA1 (interacts with) MAF"
"295","1159.8461538461443","interacts with","FOXA1 (interacts with) JUN","false","false","false","interacts with","FOXA1 (interacts with) JUN"
"299","1320.7499999999977","interacts with","FOXA1 (interacts with) LEAP2","false","false","false","interacts with","FOXA1 (interacts with) LEAP2"
"303","1320.9166666666642","interacts with","FOXA1 (interacts with) DLGAP5","false","false","false","interacts with","FOXA1 (interacts with) DLGAP5"
"307","1321.083333333331","interacts with","FOXA1 (interacts with) ACADVL","false","false","false","interacts with","FOXA1 (interacts with) ACADVL"
"311","1268.6153846153893","interacts with","FOXA1 (interacts with) TEAD4","false","false","false","interacts with","FOXA1 (interacts with) TEAD4"
"313","38400.86435786451","interacts with","FOXA1 (interacts with) JUND","false","false","true","interacts with","FOXA1 (interacts with) JUND"
"317","5146.181818181846","interacts with","FOXA1 (interacts with) MAFF","false","false","false","interacts with","FOXA1 (interacts with) MAFF"
"321","1321.7499999999975","interacts with","FOXA1 (interacts with) CENPW","false","false","false","interacts with","FOXA1 (interacts with) CENPW"
"323","15214.805158730214","interacts with","REST (interacts with) WDR43","false","false","false","interacts with","REST (interacts with) WDR43"
"325","13885.850613275667","interacts with","REST (interacts with) FOXA1","false","false","false","interacts with","REST (interacts with) FOXA1"
"329","15225.105158730215","interacts with","REST (interacts with) MTHFD2","false","false","false","interacts with","REST (interacts with) MTHFD2"
"333","15225.505158730215","interacts with","REST (interacts with) PEF1","false","false","false","interacts with","REST (interacts with) PEF1"
"337","16604.227380952416","interacts with","REST (interacts with) ZNF625","false","false","false","interacts with","REST (interacts with) ZNF625"
"341","15225.905158730215","interacts with","REST (interacts with) KNG1","false","false","false","interacts with","REST (interacts with) KNG1"
"345","16604.671825396857","interacts with","REST (interacts with) TFDP2","false","false","false","interacts with","REST (interacts with) TFDP2"
"349","15226.605158730215","interacts with","REST (interacts with) CDCA3","false","false","false","interacts with","REST (interacts with) CDCA3"
"353","15226.805158730214","interacts with","REST (interacts with) MTAP","false","false","false","interacts with","REST (interacts with) MTAP"
"357","15227.005158730215","interacts with","REST (interacts with) THAP11","false","false","false","interacts with","REST (interacts with) THAP11"
"359","14714.18394660901","interacts with","REST (interacts with) NUF2","false","false","false","interacts with","REST (interacts with) NUF2"
"363","15227.305158730214","interacts with","REST (interacts with) MT1X","false","false","false","interacts with","REST (interacts with) MT1X"
"367","14842.30515873022","interacts with","REST (interacts with) KIF20B","false","false","false","interacts with","REST (interacts with) KIF20B"
"371","15227.805158730216","interacts with","REST (interacts with) PTTG1","false","false","false","interacts with","REST (interacts with) PTTG1"
"375","16607.005158730193","interacts with","REST (interacts with) ZNF208","false","false","false","interacts with","REST (interacts with) ZNF208"
"379","16607.116269841303","interacts with","REST (interacts with) CHCHD3","false","false","false","interacts with","REST (interacts with) CHCHD3"
"383","14843.21424963931","interacts with","REST (interacts with) AURKA","false","false","false","interacts with","REST (interacts with) AURKA"
"387","15228.805158730214","interacts with","REST (interacts with) RBP4","false","false","false","interacts with","REST (interacts with) RBP4"
"391","15229.005158730215","interacts with","REST (interacts with) ALG8","false","false","false","interacts with","REST (interacts with) ALG8"
"395","14843.941522366582","interacts with","REST (interacts with) FGA","false","false","false","interacts with","REST (interacts with) FGA"
"399","24544.39999999993","interacts with","REST (interacts with) STX8","false","false","false","interacts with","REST (interacts with) STX8"
"403","15229.705158730216","interacts with","REST (interacts with) PPIL1","false","false","false","interacts with","REST (interacts with) PPIL1"
"407","15230.005158730215","interacts with","REST (interacts with) FGG","false","false","false","interacts with","REST (interacts with) FGG"
"411","14844.759704184764","interacts with","REST (interacts with) HMGN4","false","false","false","interacts with","REST (interacts with) HMGN4"
"415","14845.032431457492","interacts with","REST (interacts with) ZNF532","false","false","false","interacts with","REST (interacts with) ZNF532"
"419","14845.1233405484","interacts with","REST (interacts with) CHEK1","false","false","false","interacts with","REST (interacts with) CHEK1"
"423","16610.005158730193","interacts with","REST (interacts with) VEZF1","false","false","false","interacts with","REST (interacts with) VEZF1"
"427","15231.105158730215","interacts with","REST (interacts with) OAZ2","false","false","false","interacts with","REST (interacts with) OAZ2"
"431","15231.405158730215","interacts with","REST (interacts with) ZSCAN2","false","false","false","interacts with","REST (interacts with) ZSCAN2"
"435","14846.123340548402","interacts with","REST (interacts with) AGTRAP","false","false","false","interacts with","REST (interacts with) AGTRAP"
"439","15231.905158730215","interacts with","REST (interacts with) PARPBP","false","false","false","interacts with","REST (interacts with) PARPBP"
"443","14846.486976912038","interacts with","REST (interacts with) MORN2","false","false","false","interacts with","REST (interacts with) MORN2"
"445","3673.0051587301514","interacts with","REST (interacts with) ELF1","false","false","false","interacts with","REST (interacts with) ELF1"
"449","15232.305158730214","interacts with","REST (interacts with) CPSF3","false","false","false","interacts with","REST (interacts with) CPSF3"
"451","14557.696767121812","interacts with","REST (interacts with) CEBPZ","false","false","false","interacts with","REST (interacts with) CEBPZ"
"455","16612.005158730193","interacts with","REST (interacts with) KAT7","false","false","false","interacts with","REST (interacts with) KAT7"
"459","15232.905158730215","interacts with","REST (interacts with) ZNF286B","false","false","false","interacts with","REST (interacts with) ZNF286B"
"463","15233.205158730214","interacts with","REST (interacts with) MLF1","false","false","false","interacts with","REST (interacts with) MLF1"
"465","14662.465997891048","interacts with","REST (interacts with) KLF6","false","false","false","interacts with","REST (interacts with) KLF6"
"469","15233.505158730213","interacts with","REST (interacts with) SULT1A2","false","false","false","interacts with","REST (interacts with) SULT1A2"
"473","14847.941522366582","interacts with","REST (interacts with) CENPN","false","false","false","interacts with","REST (interacts with) CENPN"
"477","15234.005158730215","interacts with","REST (interacts with) YBX3","false","false","false","interacts with","REST (interacts with) YBX3"
"481","15234.305158730214","interacts with","REST (interacts with) ZNF92","false","false","false","interacts with","REST (interacts with) ZNF92"
"485","15234.505158730215","interacts with","REST (interacts with) POLR1C","false","false","false","interacts with","REST (interacts with) POLR1C"
"489","15234.705158730214","interacts with","REST (interacts with) TEX10","false","false","false","interacts with","REST (interacts with) TEX10"
"493","15234.905158730215","interacts with","REST (interacts with) TCF3","false","false","false","interacts with","REST (interacts with) TCF3"
"497","14849.305158730218","interacts with","REST (interacts with) ZNF286A","false","false","false","interacts with","REST (interacts with) ZNF286A"
"501","15235.405158730215","interacts with","REST (interacts with) DPAGT1","false","false","false","interacts with","REST (interacts with) DPAGT1"
"503","14715.100613275677","interacts with","REST (interacts with) CKS2","false","false","false","interacts with","REST (interacts with) CKS2"
"507","16615.44960317464","interacts with","REST (interacts with) ZNF678","false","false","false","interacts with","REST (interacts with) ZNF678"
"509","14715.267279942342","interacts with","REST (interacts with) F2","false","false","false","interacts with","REST (interacts with) F2"
"513","15236.205158730216","interacts with","REST (interacts with) APOA4","false","false","false","interacts with","REST (interacts with) APOA4"
"517","16616.44960317464","interacts with","REST (interacts with) ATG4C","false","false","false","interacts with","REST (interacts with) ATG4C"
"521","24556.733333333268","interacts with","REST (interacts with) ZNF260","false","false","false","interacts with","REST (interacts with) ZNF260"
"525","14851.123340548402","interacts with","REST (interacts with) GMPS","false","false","false","interacts with","REST (interacts with) GMPS"
"529","15237.705158730214","interacts with","REST (interacts with) FMO5","false","false","false","interacts with","REST (interacts with) FMO5"
"533","16617.78293650797","interacts with","REST (interacts with) ZNF107","false","false","false","interacts with","REST (interacts with) ZNF107"
"537","15238.105158730214","interacts with","REST (interacts with) CYP3A5","false","false","false","interacts with","REST (interacts with) CYP3A5"
"541","15238.305158730212","interacts with","REST (interacts with) GMNN","false","false","false","interacts with","REST (interacts with) GMNN"
"545","14852.30515873022","interacts with","REST (interacts with) STMN1","false","false","false","interacts with","REST (interacts with) STMN1"
"549","15238.705158730214","interacts with","REST (interacts with) ANXA4","false","false","false","interacts with","REST (interacts with) ANXA4"
"553","15238.905158730213","interacts with","REST (interacts with) APOA1","false","false","false","interacts with","REST (interacts with) APOA1"
"557","15239.205158730212","interacts with","REST (interacts with) GNRH2","false","false","false","interacts with","REST (interacts with) GNRH2"
"561","16619.44960317464","interacts with","REST (interacts with) TSFM","false","false","false","interacts with","REST (interacts with) TSFM"
"565","15239.605158730212","interacts with","REST (interacts with) AMZ2","false","false","false","interacts with","REST (interacts with) AMZ2"
"569","15239.905158730213","interacts with","REST (interacts with) P4HA2","false","false","false","interacts with","REST (interacts with) P4HA2"
"573","15240.105158730212","interacts with","REST (interacts with) HPX","false","false","false","interacts with","REST (interacts with) HPX"
"577","24562.5666666666","interacts with","REST (interacts with) DEPDC7","false","false","false","interacts with","REST (interacts with) DEPDC7"
"581","14854.214249639313","interacts with","REST (interacts with) PRAP1","false","false","false","interacts with","REST (interacts with) PRAP1"
"585","14854.396067821132","interacts with","REST (interacts with) POLB","false","false","false","interacts with","REST (interacts with) POLB"
"589","18591.64404761904","interacts with","REST (interacts with) HINFP","false","false","false","interacts with","REST (interacts with) HINFP"
"593","15241.205158730212","interacts with","REST (interacts with) PON2","false","false","false","interacts with","REST (interacts with) PON2"
"597","15241.405158730211","interacts with","REST (interacts with) HP","false","false","false","interacts with","REST (interacts with) HP"
"601","21191.780952381036","interacts with","REST (interacts with) NEDD1","false","false","false","interacts with","REST (interacts with) NEDD1"
"605","15242.005158730211","interacts with","REST (interacts with) G2E3","false","false","false","interacts with","REST (interacts with) G2E3"
"607","2991.2869047619142","interacts with","REST (interacts with) MYBL2","false","false","false","interacts with","REST (interacts with) MYBL2"
"611","14855.668795093858","interacts with","REST (interacts with) MST1","false","false","false","interacts with","REST (interacts with) MST1"
"615","15242.405158730213","interacts with","REST (interacts with) C17orf75","false","false","false","interacts with","REST (interacts with) C17orf75"
"619","15242.705158730212","interacts with","REST (interacts with) CHEK2","false","false","false","interacts with","REST (interacts with) CHEK2"
"623","15242.805158730212","interacts with","REST (interacts with) HAUS1","false","false","false","interacts with","REST (interacts with) HAUS1"
"625","12897.171428571475","interacts with","REST (interacts with) FOSL2","false","false","false","interacts with","REST (interacts with) FOSL2"
"629","16623.78293650797","interacts with","REST (interacts with) FOSB","false","false","false","interacts with","REST (interacts with) FOSB"
"633","24567.899999999932","interacts with","REST (interacts with) WDYHV1","false","false","false","interacts with","REST (interacts with) WDYHV1"
"637","15243.905158730213","interacts with","REST (interacts with) GPC3","false","false","false","interacts with","REST (interacts with) GPC3"
"641","15244.205158730212","interacts with","REST (interacts with) NUDT15","false","false","false","interacts with","REST (interacts with) NUDT15"
"645","15244.505158730211","interacts with","REST (interacts with) F10","false","false","false","interacts with","REST (interacts with) F10"
"649","15244.80515873021","interacts with","REST (interacts with) SLC38A1","false","false","false","interacts with","REST (interacts with) SLC38A1"
"653","14858.214249639312","interacts with","REST (interacts with) PPT1","false","false","false","interacts with","REST (interacts with) PPT1"
"657","15245.30515873021","interacts with","REST (interacts with) THAP4","false","false","false","interacts with","REST (interacts with) THAP4"
"661","14858.668795093858","interacts with","REST (interacts with) TPX2","false","false","false","interacts with","REST (interacts with) TPX2"
"665","15245.70515873021","interacts with","REST (interacts with) ACTL6A","false","false","false","interacts with","REST (interacts with) ACTL6A"
"669","15246.005158730211","interacts with","REST (interacts with) PRMT3","false","false","false","interacts with","REST (interacts with) PRMT3"
"673","16627.116269841303","interacts with","REST (interacts with) MRPS27","false","false","false","interacts with","REST (interacts with) MRPS27"
"677","15246.505158730211","interacts with","REST (interacts with) ATIC","false","false","false","interacts with","REST (interacts with) ATIC"
"681","15246.70515873021","interacts with","REST (interacts with) CCNB2","false","false","false","interacts with","REST (interacts with) CCNB2"
"683","7948.321428571339","interacts with","REST (interacts with) RFX5","false","false","false","interacts with","REST (interacts with) RFX5"
"687","15247.105158730212","interacts with","REST (interacts with) ETV5","false","false","false","interacts with","REST (interacts with) ETV5"
"691","15247.405158730213","interacts with","REST (interacts with) DDX39A","false","false","false","interacts with","REST (interacts with) DDX39A"
"695","15247.705158730212","interacts with","REST (interacts with) ZIK1","false","false","false","interacts with","REST (interacts with) ZIK1"
"699","14860.759704184766","interacts with","REST (interacts with) HMMR","false","false","false","interacts with","REST (interacts with) HMMR"
"703","16629.005158730193","interacts with","REST (interacts with) RAD51C","false","false","false","interacts with","REST (interacts with) RAD51C"
"707","15248.505158730213","interacts with","REST (interacts with) SP4","false","false","false","interacts with","REST (interacts with) SP4"
"711","15248.605158730214","interacts with","REST (interacts with) DTWD1","false","false","false","interacts with","REST (interacts with) DTWD1"
"715","16630.005158730193","interacts with","REST (interacts with) RFXANK","false","false","false","interacts with","REST (interacts with) RFXANK"
"719","15249.205158730212","interacts with","REST (interacts with) KIF22","false","false","false","interacts with","REST (interacts with) KIF22"
"723","14862.39606782113","interacts with","REST (interacts with) APOA2","false","false","false","interacts with","REST (interacts with) APOA2"
"727","14862.48697691204","interacts with","REST (interacts with) MIS18BP1","false","false","false","interacts with","REST (interacts with) MIS18BP1"
"731","15249.905158730213","interacts with","REST (interacts with) ANAPC4","false","false","false","interacts with","REST (interacts with) ANAPC4"
"735","15250.105158730214","interacts with","REST (interacts with) NUDT1","false","false","false","interacts with","REST (interacts with) NUDT1"
"739","14863.214249639312","interacts with","REST (interacts with) MRPL1","false","false","false","interacts with","REST (interacts with) MRPL1"
"741","14715.68394660901","interacts with","REST (interacts with) KIF23","false","false","false","interacts with","REST (interacts with) KIF23"
"745","15250.805158730214","interacts with","REST (interacts with) NIF3L1","false","false","false","interacts with","REST (interacts with) NIF3L1"
"749","14863.577886002948","interacts with","REST (interacts with) HGD","false","false","false","interacts with","REST (interacts with) HGD"
"753","14863.850613275674","interacts with","REST (interacts with) TIPIN","false","false","false","interacts with","REST (interacts with) TIPIN"
"757","14864.123340548404","interacts with","REST (interacts with) RNASEH2A","false","false","false","interacts with","REST (interacts with) RNASEH2A"
"761","14864.39606782113","interacts with","REST (interacts with) VPS72","false","false","false","interacts with","REST (interacts with) VPS72"
"765","14864.48697691204","interacts with","REST (interacts with) COQ3","false","false","false","interacts with","REST (interacts with) COQ3"
"769","15252.105158730215","interacts with","REST (interacts with) WDHD1","false","false","false","interacts with","REST (interacts with) WDHD1"
"773","14865.032431457494","interacts with","REST (interacts with) MSH2","false","false","false","interacts with","REST (interacts with) MSH2"
"777","15252.705158730214","interacts with","REST (interacts with) MTERF3","false","false","false","interacts with","REST (interacts with) MTERF3"
"781","15252.905158730213","interacts with","REST (interacts with) WARS","false","false","false","interacts with","REST (interacts with) WARS"
"783","14715.850613275677","interacts with","REST (interacts with) MAD2L1","false","false","false","interacts with","REST (interacts with) MAD2L1"
"787","15253.205158730214","interacts with","REST (interacts with) SERPIND1","false","false","false","interacts with","REST (interacts with) SERPIND1"
"791","15253.505158730215","interacts with","REST (interacts with) ZBTB44","false","false","false","interacts with","REST (interacts with) ZBTB44"
"795","16635.560714285748","interacts with","REST (interacts with) MEST","false","false","false","interacts with","REST (interacts with) MEST"
"797","14715.93394660901","interacts with","REST (interacts with) ZWILCH","false","false","false","interacts with","REST (interacts with) ZWILCH"
"801","15254.205158730214","interacts with","REST (interacts with) NOL10","false","false","false","interacts with","REST (interacts with) NOL10"
"805","15254.505158730213","interacts with","REST (interacts with) ASUN","false","false","false","interacts with","REST (interacts with) ASUN"
"809","15254.805158730214","interacts with","REST (interacts with) RREB1","false","false","false","interacts with","REST (interacts with) RREB1"
"813","14867.214249639312","interacts with","REST (interacts with) GGCT","false","false","false","interacts with","REST (interacts with) GGCT"
"815","14557.696767121812","interacts with","REST (interacts with) SRF","false","false","false","interacts with","REST (interacts with) SRF"
"819","15255.305158730214","interacts with","REST (interacts with) ZNF195","false","false","false","interacts with","REST (interacts with) ZNF195"
"823","16637.338492063525","interacts with","REST (interacts with) ETS1","false","false","false","interacts with","REST (interacts with) ETS1"
"827","14867.941522366586","interacts with","REST (interacts with) BRIX1","false","false","false","interacts with","REST (interacts with) BRIX1"
"831","16637.782936507967","interacts with","REST (interacts with) PUS7L","false","false","false","interacts with","REST (interacts with) PUS7L"
"835","15256.205158730214","interacts with","REST (interacts with) ZNF146","false","false","false","interacts with","REST (interacts with) ZNF146"
"839","24589.233333333264","interacts with","REST (interacts with) IRF1","false","false","false","interacts with","REST (interacts with) IRF1"
"843","14868.850613275676","interacts with","REST (interacts with) DCAF13","false","false","false","interacts with","REST (interacts with) DCAF13"
"847","14869.123340548404","interacts with","REST (interacts with) TK1","false","false","false","interacts with","REST (interacts with) TK1"
"851","29507.000000000156","interacts with","REST (interacts with) ZFP64","false","false","false","interacts with","REST (interacts with) ZFP64"
"855","15257.405158730215","interacts with","REST (interacts with) TMEM37","false","false","false","interacts with","REST (interacts with) TMEM37"
"859","14869.668795093856","interacts with","REST (interacts with) PCNA","false","false","false","interacts with","REST (interacts with) PCNA"
"863","15258.005158730215","interacts with","REST (interacts with) ZNF714","false","false","false","interacts with","REST (interacts with) ZNF714"
"867","16640.44960317464","interacts with","REST (interacts with) ORC4","false","false","false","interacts with","REST (interacts with) ORC4"
"871","14870.486976912043","interacts with","REST (interacts with) DNMT1","false","false","false","interacts with","REST (interacts with) DNMT1"
"875","15258.805158730216","interacts with","REST (interacts with) ECHDC2","false","false","false","interacts with","REST (interacts with) ECHDC2"
"879","15259.005158730217","interacts with","REST (interacts with) SKIL","false","false","false","interacts with","REST (interacts with) SKIL"
"883","16641.44960317464","interacts with","REST (interacts with) E2F8","false","false","false","interacts with","REST (interacts with) E2F8"
"887","15259.405158730216","interacts with","REST (interacts with) PLIN2","false","false","false","interacts with","REST (interacts with) PLIN2"
"891","21165.51904761912","interacts with","REST (interacts with) ZNF253","false","false","false","interacts with","REST (interacts with) ZNF253"
"895","16642.33849206353","interacts with","REST (interacts with) CUEDC2","false","false","false","interacts with","REST (interacts with) CUEDC2"
"899","15260.205158730216","interacts with","REST (interacts with) ZNF215","false","false","false","interacts with","REST (interacts with) ZNF215"
"903","15260.405158730216","interacts with","REST (interacts with) CENPA","false","false","false","interacts with","REST (interacts with) CENPA"
"907","14872.396067821137","interacts with","REST (interacts with) FANCI","false","false","false","interacts with","REST (interacts with) FANCI"
"911","15260.805158730216","interacts with","REST (interacts with) TRIM59","false","false","false","interacts with","REST (interacts with) TRIM59"
"915","15260.905158730216","interacts with","REST (interacts with) LGALS2","false","false","false","interacts with","REST (interacts with) LGALS2"
"919","14872.850613275681","interacts with","REST (interacts with) SF3B3","false","false","false","interacts with","REST (interacts with) SF3B3"
"923","15261.505158730217","interacts with","REST (interacts with) AMBP","false","false","false","interacts with","REST (interacts with) AMBP"
"927","16644.227380952416","interacts with","REST (interacts with) ODF2L","false","false","false","interacts with","REST (interacts with) ODF2L"
"931","14873.668795093863","interacts with","REST (interacts with) PRC1","false","false","false","interacts with","REST (interacts with) PRC1"
"935","15262.105158730217","interacts with","REST (interacts with) DPEP1","false","false","false","interacts with","REST (interacts with) DPEP1"
"939","14874.0324314575","interacts with","REST (interacts with) ZNF519","false","false","false","interacts with","REST (interacts with) ZNF519"
"943","15262.70515873022","interacts with","REST (interacts with) DDC","false","false","false","interacts with","REST (interacts with) DDC"
"947","14874.577886002955","interacts with","REST (interacts with) AHSG","false","false","false","interacts with","REST (interacts with) AHSG"
"949","8429.921428571368","interacts with","REST (interacts with) CEBPD","false","false","false","interacts with","REST (interacts with) CEBPD"
"953","15263.50515873022","interacts with","REST (interacts with) RGN","false","false","false","interacts with","REST (interacts with) RGN"
"957","15263.605158730219","interacts with","REST (interacts with) CRAT","false","false","false","interacts with","REST (interacts with) CRAT"
"961","15263.90515873022","interacts with","REST (interacts with) PSMG1","false","false","false","interacts with","REST (interacts with) PSMG1"
"965","15264.10515873022","interacts with","REST (interacts with) LAPTM4B","false","false","false","interacts with","REST (interacts with) LAPTM4B"
"969","15264.40515873022","interacts with","REST (interacts with) SKA3","false","false","false","interacts with","REST (interacts with) SKA3"
"973","15264.60515873022","interacts with","REST (interacts with) PHGDH","false","false","false","interacts with","REST (interacts with) PHGDH"
"977","14876.396067821139","interacts with","REST (interacts with) KNSTRN","false","false","false","interacts with","REST (interacts with) KNSTRN"
"981","14876.577886002959","interacts with","REST (interacts with) NUSAP1","false","false","false","interacts with","REST (interacts with) NUSAP1"
"985","14876.850613275683","interacts with","REST (interacts with) DGAT1","false","false","false","interacts with","REST (interacts with) DGAT1"
"989","15265.80515873022","interacts with","REST (interacts with) TFRC","false","false","false","interacts with","REST (interacts with) TFRC"
"993","15266.00515873022","interacts with","REST (interacts with) ZFP82","false","false","false","interacts with","REST (interacts with) ZFP82"
"997","15266.205158730221","interacts with","REST (interacts with) PDZK1","false","false","false","interacts with","REST (interacts with) PDZK1"
"1001","16649.56071428575","interacts with","REST (interacts with) PIN1","false","false","false","interacts with","REST (interacts with) PIN1"
"1005","16649.894047619087","interacts with","REST (interacts with) ZNF551","false","false","false","interacts with","REST (interacts with) ZNF551"
"1009","16581.338492063525","interacts with","REST (interacts with) ASNSD1","false","false","false","interacts with","REST (interacts with) ASNSD1"
"1013","14822.03243145749","interacts with","REST (interacts with) ZNF121","false","false","false","interacts with","REST (interacts with) ZNF121"
"1017","15205.505158730215","interacts with","REST (interacts with) MED21","false","false","false","interacts with","REST (interacts with) MED21"
"1021","14822.668795093854","interacts with","REST (interacts with) C19orf48","false","false","false","interacts with","REST (interacts with) C19orf48"
"1025","15206.205158730214","interacts with","REST (interacts with) RNF138","false","false","false","interacts with","REST (interacts with) RNF138"
"1029","15206.405158730215","interacts with","REST (interacts with) C11orf74","false","false","false","interacts with","REST (interacts with) C11orf74"
"1033","16583.116269841306","interacts with","REST (interacts with) C1GALT1","false","false","false","interacts with","REST (interacts with) C1GALT1"
"1037","15206.905158730215","interacts with","REST (interacts with) MTUS1","false","false","false","interacts with","REST (interacts with) MTUS1"
"1041","14823.850613275672","interacts with","REST (interacts with) HAT1","false","false","false","interacts with","REST (interacts with) HAT1"
"1045","15207.505158730215","interacts with","REST (interacts with) EPHX2","false","false","false","interacts with","REST (interacts with) EPHX2"
"1049","15207.805158730214","interacts with","REST (interacts with) PAK1IP1","false","false","false","interacts with","REST (interacts with) PAK1IP1"
"1053","15207.905158730215","interacts with","REST (interacts with) DNMT3B","false","false","false","interacts with","REST (interacts with) DNMT3B"
"1057","16584.67182539686","interacts with","REST (interacts with) USP7","false","false","false","interacts with","REST (interacts with) USP7"
"1061","24509.233333333264","interacts with","REST (interacts with) RAB28","false","false","false","interacts with","REST (interacts with) RAB28"
"1065","15208.605158730214","interacts with","REST (interacts with) CIDEB","false","false","false","interacts with","REST (interacts with) CIDEB"
"1067","14557.696767121812","interacts with","REST (interacts with) EPAS1","false","false","false","interacts with","REST (interacts with) EPAS1"
"1071","15208.905158730215","interacts with","REST (interacts with) GEMIN2","false","false","false","interacts with","REST (interacts with) GEMIN2"
"1075","15209.105158730215","interacts with","REST (interacts with) MEIS3","false","false","false","interacts with","REST (interacts with) MEIS3"
"1079","21093.376190476265","interacts with","REST (interacts with) C11orf1","false","false","false","interacts with","REST (interacts with) C11orf1"
