Gene1,Gene2,Type
CEBPB,ATP2B4,1
CEBPB,POLI,1
CEBPB,PPARD,1
CEBPB,HBP1,1
CEBPB,NOL11,1
CEBPB,ASNS,1
CEBPB,CAMK2D,1
CEBPB,RAPGEF2,1
CEBPB,XRN1,1
CEBPB,LIG4,1
CEBPB,SETD7,1
CEBPB,TSEN15,1
CEBPB,BCAR3,1
CEBPB,CEBPG,1
CEBPB,GATM,1
CEBPB,MFAP4,1
CEBPB,RNF19A,1
CEBPB,POLD3,1
CEBPB,GPBP1L1,1
CEBPB,CREB5,1
CEBPB,TTC14,1
CEBPB,HIVEP2,1
CEBPB,YPEL5,1
CEBPB,PGM1,1
CEBPB,TCF3,1
CEBPB,PNPLA8,1
CEBPB,PDCD4,1
CEBPB,PEX3,1
CEBPB,TDP2,1
CEBPB,GGCT,1
CEBPB,ZBTB10,1
CEBPB,VSNL1,1
CEBPB,ZNF706,1
CEBPB,RBPJ,1
CEBPB,ZNF460,1
CEBPB,MYNN,1
CEBPB,ZNF181,1
CEBPB,ZBTB24,1
CEBPB,PPIP5K2,1
CEBPB,STAT3,1
CEBPB,NUSAP1,1
CEBPB,SH2B3,1
CEBPB,GOLGA5,1
CEBPB,BRCA2,1
CEBPB,ZMAT1,1
CEBPB,SLC36A4,1
CEBPB,HLA-DRB1,1
CEBPB,SREBF1,1
CEBPB,TAL1,1
CEBPB,HMMR,1
CEBPB,STT3B,1
CEBPB,STK38L,1
CEBPB,GPAM,1
CEBPB,PHLDB2,1
CEBPB,NFIC,1
CEBPB,FN1,1
CEBPB,TTC19,1
CEBPB,SREBF2,1
CEBPB,SPPL2A,1
CEBPB,ZNF268,1
CEBPB,MECOM,1
CEBPB,BHLHE41,1
CEBPB,ZNF302,1
CEBPB,PRMT3,1
CEBPB,DNAJC11,1
CEBPB,RGPD2,1
CEBPB,EXO1,1
CEBPB,SOX17,1
CEBPB,SUPV3L1,1
CEBPB,CNTRL,1
CEBPB,NR1H2,1
CEBPB,DDX20,1
CEBPB,ST3GAL6,1
CEBPB,RBM47,1
CEBPB,DBP,1
CEBPB,PCNA,1
CEBPB,DTL,1
CEBPB,ARID5B,1
CEBPB,CDCA2,1
CEBPB,LPGAT1,1
CEBPB,KLHL7,1
CEBPB,AXL,1
CEBPB,ZBTB11,1
CEBPB,LTN1,1
CEBPB,NFIA,1
CEBPB,CEBPZ,1
CEBPB,TFAP4,1
CEBPB,ZHX2,1
CEBPB,CLOCK,1
CEBPB,CDCA8,1
CEBPB,ZNF687,1
CEBPB,FOSB,1
CEBPB,BCAS2,1
CEBPB,KLF5,1
CEBPB,MBIP,1
CEBPB,ZNF510,1
CEBPB,OTUD6B,1
CEBPB,ANKZF1,1
CEBPB,CELF2,1
CEBPB,RARB,1
CEBPB,FOXF2,1
CEBPB,TXLNG,1
CEBPB,DARS2,1
CEBPB,CXXC1,1
CEBPB,ZNF180,1
CEBPB,ARID4A,1
CEBPB,MED20,1
CEBPB,PARN,1
CEBPB,CCNA2,1
CEBPB,GFM1,1
CEBPB,AURKB,1
CEBPB,TET1,1
CEBPB,IPO11,1
CEBPB,FBXO3,1
CEBPB,CUL1,1
CEBPB,DNA2,1
CEBPB,TATDN1,1
CEBPB,SACS,1
CEBPB,CCDC66,1
CEBPB,PLK4,1
CEBPB,ETV1,1
CEBPB,PMAIP1,1
CEBPB,HSPA13,1
CEBPB,RRM2B,1
CEBPB,MEX3C,1
CEBPB,ZNF81,1
CEBPB,KNTC1,1
CEBPB,SLCO2A1,1
CEBPB,GRHL2,1
CEBPB,GRPEL2,1
CEBPB,ZNF667,1
CEBPB,OXCT1,1
CEBPB,NR4A1,1
CEBPB,ZNF846,1
CEBPB,FLRT3,1
CEBPB,ANKMY2,1
CEBPB,ZNF582,1
CEBPB,FOXN3,1
CEBPB,KIF23,1
CEBPB,FOXP1,1
CEBPB,HIC2,1
CEBPB,FASTKD5,1
CEBPB,CREBL2,1
CEBPB,TRIP4,1
CEBPB,FEZF1,1
CEBPB,TFB2M,1
CEBPB,RBM23,1
CEBPB,ZNF613,1
CEBPB,MFAP1,1
CEBPB,VAMP3,1
CEBPB,VTA1,1
CEBPB,RND3,1
CEBPB,MXI1,1
CEBPB,TNIK,1
CEBPB,DYNC2LI1,1
CEBPB,ZBTB40,1
CEBPB,ZNF829,1
CEBPB,ZNF461,1
CEBPB,VDR,1
CEBPB,NBAS,1
CEBPB,USP44,1
CEBPB,TJP2,1
CEBPB,GTF3C3,1
CEBPB,HLA-DRB5,1
CEBPB,SH3PXD2A,1
CEBPB,ETV4,1
CEBPB,SLC6A15,1
CEBPB,CDK5RAP1,1
CEBPB,ESRRG,1
CEBPB,HAS2,1
CEBPB,TERF2,1
CEBPB,SPIB,1
CEBPB,RAD54B,1
CEBPB,STX12,1
CEBPB,RPF1,1
CEBPB,MATN3,1
CEBPB,L3MBTL4,1
CEBPB,ANKRD6,1
CEBPB,ZNF3,1
CEBPB,ZNF90,1
CEBPB,JUND,1
CEBPB,GABPA,1
CEBPB,ZNF709,1
CEBPB,ZNF732,1
CEBPB,EHD3,1
CEBPB,SALL2,1
CEBPB,PRICKLE1,1
CEBPB,OTX2,1
CEBPB,UNC5D,1
CEBPB,RFX4,1
CTCF,MED23,1
CTCF,FBXO34,1
CTCF,ATMIN,1
CTCF,TDRD7,1
CTCF,PPARD,1
CTCF,TP53,1
CTCF,TMEM106C,1
CTCF,MTMR6,1
CTCF,PRPF18,1
CTCF,DNAJC11,1
CTCF,OMA1,1
CTCF,GFM1,1
CTCF,NOL11,1
CTCF,MED20,1
CTCF,CSPP1,1
CTCF,OXTR,1
CTCF,ASNSD1,1
CTCF,ELMOD2,1
CTCF,ZNF398,1
CTCF,SNX18,1
CTCF,IRF9,1
CTCF,DUSP11,1
CTCF,STAM2,1
CTCF,ZBTB20,1
CTCF,VTA1,1
CTCF,MAP4K5,1
CTCF,PRMT3,1
CTCF,ZNF3,1
CTCF,DTL,1
CTCF,COL1A1,1
CTCF,CDC73,1
CTCF,WDR41,1
CTCF,POU2F2,1
CTCF,HOXB5,1
CTCF,DDX20,1
CTCF,ANKRD6,1
CTCF,ASNS,1
CTCF,ZNF268,1
CTCF,B4GALT4,1
CTCF,CREB3L2,1
CTCF,NR2C1,1
CTCF,PRICKLE1,1
CTCF,PATZ1,1
CTCF,MND1,1
CTCF,DNAAF2,1
CTCF,EPHA4,1
CTCF,NOG,1
CTCF,DPYSL3,1
CTCF,CA2,1
CTCF,STEAP1B,1
CTCF,MOB3B,1
CTCF,TBC1D4,1
CTCF,FOXD2,1
CTCF,ELF3,1
CTCF,RPP40,1
CTCF,SEC24B,1
CTCF,DECR1,1
CTCF,BIRC2,1
CTCF,LTBP1,1
CTCF,ARL4A,1
CTCF,CEP70,1
CTCF,NOC3L,1
CTCF,PDGFRA,1
CTCF,ZNF616,1
CTCF,GTF2IRD2,1
CTCF,ZNF250,1
CTCF,TBX6,1
CTCF,BHLHE40,1
CTCF,ECT2,1
CTCF,CDK6,1
CTCF,CBLL1,1
CTCF,HIBCH,1
CTCF,ATP2C1,1
CTCF,GTF2IRD2B,1
CTCF,NR6A1,1
CTCF,BEND3,1
CTCF,ZNF219,1
CTCF,VPS13C,1
CTCF,EGR2,1
CTCF,RND3,1
CTCF,ZNF491,1
CTCF,ELL2,1
CTCF,ELOVL2,1
CTCF,SLC39A8,1
CTCF,OXCT1,1
CTCF,HES3,1
CTCF,NME2,1
CTCF,HAS2,1
CTCF,CDK14,1
CTCF,POU2F1,1
CTCF,GLI1,1
CTCF,ST8SIA1,1
CTCF,PLK2,1
CTCF,IQGAP2,1
CTCF,ITGA4,1
CTCF,GRPR,1
CTCF,BAZ2A,1
CTCF,FAM160B1,1
CTCF,OXR1,1
CTCF,NR4A1,1
CTCF,CCDC6,1
CTCF,RGMB,1
CTCF,FLRT3,1
CTCF,ZNF423,1
CTCF,RCOR3,1
CTCF,ZNF282,1
CTCF,COL1A2,1
CTCF,COBLL1,1
CTCF,GCLC,1
CTCF,ZNF280B,1
CTCF,ZBTB39,1
CTCF,ELMO1,1
CTCF,CDCA8,1
CTCF,IFI16,1
CTCF,TIPARP,1
CTCF,PCNA,1
CTCF,THOC5,1
CTCF,ZNF511,1
CTCF,PLXNA2,1
CTCF,CCDC66,1
CTCF,GAD1,1
CTCF,C4orf46,1
CTCF,CDC14B,1
CTCF,CAMTA1,1
CTCF,SORL1,1
CTCF,MXI1,1
CTCF,DKK1,1
CTCF,LPGAT1,1
CTCF,SRF,1
CTCF,ZNF582,1
CTCF,FRMD6,1
CTCF,ZNF34,1
CTCF,SATB2,1
CTCF,BAMBI,1
CTCF,TTC19,1
CTCF,CCPG1,1
CTCF,SETBP1,1
CTCF,ARHGAP42,1
CTCF,ARG2,1
CTCF,CAMK2D,1
CTCF,LIX1,1
CTCF,NEDD4,1
CTCF,MYCN,1
CTCF,EGR1,1
CTCF,SAMD3,1
CTCF,KLHL12,1
CTCF,SULF2,1
CTCF,TFE3,1
CTCF,NUSAP1,1
CTCF,SOX15,1
CTCF,MYOF,1
CTCF,PPT2,1
CTCF,PRSS35,1
CTCF,CDK17,1
CTCF,TSPAN12,1
CTCF,KIFAP3,1
CTCF,PHLDA1,1
CTCF,FOXA3,1
CTCF,ZNF438,1
CTCF,ATL2,1
CTCF,TMEM64,1
CTCF,EXO1,1
CTCF,TCF7L1,1
CTCF,PMP22,1
CTCF,KIAA1324L,1
CTCF,ENC1,1
CTCF,ZNF747,1
CTCF,RHOT1,1
CTCF,SGCE,1
CTCF,SH3BP5,1
CTCF,ZNF829,1
CTCF,ZNF607,1
CTCF,MEF2D,1
CTCF,ZNF142,1
CTCF,PKNOX2,1
CTCF,ZNF256,1
CTCF,MAT2B,1
CTCF,EHD3,1
CTCF,TRIB2,1
CTCF,NETO2,1
CTCF,ALCAM,1
CTCF,GLIS2,1
CTCF,CEBPB,1
CTCF,TNFAIP8,1
CTCF,MRPS30,1
CTCF,TMSB15B,1
CTCF,UBTD2,1
CTCF,BCAR3,1
CTCF,MYO5B,1
CTCF,NR3C1,1
CTCF,ZNF706,1
CTCF,CDC20,1
CTCF,ROR2,1
CTCF,RGPD6,1
CTCF,ZNF611,1
CTCF,BARX2,1
CTCF,KIF21A,1
CTCF,TATDN1,1
CTCF,GCNT1,1
CTCF,ITPR2,1
CTCF,MECOM,1
CTCF,TBX1,1
CTCF,YPEL5,1
CTCF,SH2B3,1
CTCF,BATF2,1
CTCF,SKIL,1
CTCF,ETS2,1
CTCF,ZBTB11,1
CTCF,E2F3,1
CTCF,POLQ,1
CTCF,CREB3L4,1
CTCF,AMIGO2,1
CTCF,PPM1H,1
CTCF,SLC35F1,1
CTCF,ALDH9A1,1
CTCF,INO80D,1
CTCF,ZNF691,1
CTCF,ZNF266,1
CTCF,TFAP2C,1
CTCF,MED12L,1
CTCF,CUX1,1
CTCF,RAVER2,1
CTCF,OSBPL3,1
CTCF,MED14,1
CTCF,MASTL,1
CTCF,CYP1B1,1
CTCF,CAPRIN2,1
CTCF,RFPL2,1
CTCF,ZDHHC13,1
CTCF,ATP2B4,1
CTCF,ZNF417,1
CTCF,TDP2,1
CTCF,ADNP,1
CTCF,CXXC1,1
CTCF,MAFG,1
CTCF,EOMES,1
CTCF,ZNF442,1
CTCF,CREB5,1
CTCF,DARS2,1
CTCF,CLOCK,1
CTCF,ZNF221,1
CTCF,GNAI1,1
CTCF,FOXN3,1
CTCF,SERPINE2,1
CTCF,TBX3,1
CTCF,CLGN,1
CTCF,DEPDC1B,1
CTCF,ZNF555,1
CTCF,ZEB2,1
CTCF,USP53,1
CTCF,VDR,1
CTCF,POLI,1
CTCF,SNAI1,1
CTCF,MYSM1,1
CTCF,FZD5,1
CTCF,B4GALT6,1
CTCF,MAN2A1,1
CTCF,GATA6,1
CTCF,SNAI3,1
CTCF,CYB5R4,1
CTCF,BCL11B,1
CTCF,TSC22D1,1
CTCF,IKZF3,1
CTCF,SCO1,1
CTCF,ZNF589,1
CTCF,ALKBH1,1
CTCF,ZNF460,1
CTCF,CADM1,1
CTCF,ZNF587B,1
CTCF,PLK1,1
CTCF,CDC7,1
CTCF,LEO1,1
CTCF,KLF8,1
CTCF,SATB1,1
CTCF,TMOD1,1
CTCF,ANKRD50,1
CTCF,GCA,1
CTCF,HMG20A,1
CTCF,ZFC3H1,1
CTCF,DUSP12,1
CTCF,RALB,1
CTCF,USP25,1
CTCF,ZNF674,1
CTCF,POLR3G,1
CTCF,PHLDB2,1
CTCF,CPE,1
CTCF,TFAP4,1
CTCF,STIM2,1
CTCF,PHC1,1
CTCF,KLF5,1
CTCF,CUTC,1
CTCF,ZFP62,1
CTCF,DLC1,1
CTCF,ZNF544,1
CTCF,SLC19A2,1
CTCF,EMB,1
CTCF,CDKN3,1
CTCF,SH3RF1,1
CTCF,TSR1,1
CTCF,ZFP14,1
CTCF,GATM,1
CTCF,LBX2,1
CTCF,COCH,1
CTCF,MYC,1
CTCF,CTDSPL2,1
CTCF,FUNDC1,1
CTCF,HMGA1,1
CTCF,ZNF180,1
CTCF,NFATC1,1
CTCF,ZNF559,1
CTCF,PIK3CA,1
CTCF,CBX2,1
CTCF,RBCK1,1
CTCF,IPO8,1
CTCF,CASD1,1
CTCF,BCAP29,1
CTCF,PTPRD,1
CTCF,SNAI2,1
CTCF,ZFHX3,1
CTCF,CAPN7,1
CTCF,CMPK1,1
CTCF,RBM24,1
CTCF,L3MBTL1,1
CTCF,SLC25A38,1
CTCF,CSRNP1,1
CTCF,CUX2,1
CTCF,PLAGL1,1
CTCF,HACL1,1
CTCF,GATAD2B,1
CTCF,TGFBR3,1
CTCF,STK38L,1
CTCF,UBP1,1
CTCF,STK38,1
CTCF,SLC36A4,1
CTCF,MRPL1,1
CTCF,ZNF697,1
CTCF,ZNF236,1
CTCF,ZNF70,1
CTCF,PPP1R9A,1
CTCF,GTF2I,1
CTCF,PLAGL2,1
CTCF,E2F1,1
CTCF,TADA1,1
CTCF,JUN,1
CTCF,GPSM2,1
CTCF,TBPL1,1
CTCF,DCUN1D4,1
CTCF,ZNF664,1
CTCF,ADAMTS3,1
CTCF,ZBTB42,1
CTCF,TFAP2A,1
CTCF,SEMA6D,1
CTCF,TNIK,1
CTCF,ZDHHC6,1
CTCF,FOXN2,1
CTCF,ZNF687,1
CTCF,HIF1A,1
CTCF,MBD2,1
CTCF,QPCT,1
CTCF,ETV1,1
CTCF,TEF,1
CTCF,AZI2,1
CTCF,COMMD8,1
CTCF,TERF2,1
CTCF,TRIM36,1
CTCF,CELF2,1
CTCF,RORA,1
CTCF,MIXL1,1
CTCF,HMMR,1
CTCF,HSF2,1
CTCF,SLC6A15,1
CTCF,DDAH1,1
CTCF,RBPJ,1
CTCF,FRMD4B,1
CTCF,TIGD1,1
CTCF,IRF1,1
CTCF,SYNE2,1
CTCF,ZNF737,1
CTCF,KIT,1
CTCF,KLF2,1
CTCF,MBTPS2,1
CTCF,LYPLAL1,1
CTCF,HSDL1,1
CTCF,PRDM1,1
CTCF,PURA,1
CTCF,ZFYVE16,1
CTCF,ZNF703,1
CTCF,PALLD,1
CTCF,THADA,1
CTCF,DUSP4,1
CTCF,CEBPG,1
CTCF,HBP1,1
CTCF,WDR3,1
CTCF,GATAD2A,1
CTCF,ZEB1,1
CTCF,RREB1,1
CTCF,HMGN3,1
CTCF,TRAPPC8,1
CTCF,ZMIZ1,1
CTCF,DYRK2,1
CTCF,SLC30A9,1
CTCF,ZNF613,1
CTCF,ENPP1,1
CTCF,CHEK2,1
CTCF,PRDM2,1
CTCF,PLEKHA6,1
CTCF,CLDN10,1
CTCF,ARHGAP28,1
CTCF,GLIPR2,1
CTCF,DMXL2,1
CTCF,MGA,1
CTCF,RBM47,1
CTCF,STT3B,1
CTCF,CYP26A1,1
CTCF,CDK5RAP1,1
CTCF,ANKRD28,1
CTCF,CCNA2,1
CTCF,TTC14,1
CTCF,PGM2,1
CTCF,SHOC2,1
CTCF,BBIP1,1
CTCF,FOXP1,1
CTCF,BLM,1
CTCF,PDCD4,1
CTCF,NR0B1,1
CTCF,TOM1L1,1
CTCF,ZNF785,1
CTCF,GLMN,1
CTCF,KLF7,1
CTCF,GBX2,1
CTCF,BRCA1,1
CTCF,MEX3C,1
CTCF,ZSCAN21,1
CTCF,RAI14,1
CTCF,FNDC3B,1
CTCF,GRHL1,1
CTCF,RGPD2,1
CTCF,PRDM16,1
CTCF,DAAM1,1
CTCF,ODC1,1
CTCF,ZNF670,1
CTCF,MCC,1
CTCF,SACS,1
CTCF,RIOK1,1
CTCF,CEP192,1
CTCF,SOX13,1
CTCF,CCNB2,1
CTCF,RMI1,1
CTCF,REL,1
CTCF,CEP57L1,1
CTCF,FER,1
CTCF,MYNN,1
CTCF,NR2E1,1
CTCF,VIM,1
CTCF,KIF15,1
CTCF,C5orf22,1
CTCF,ITGA6,1
CTCF,COL5A1,1
CTCF,MSANTD3,1
CTCF,ZNF134,1
CTCF,FOXK1,1
CTCF,ZNF521,1
CTCF,TEAD2,1
CTCF,IL6ST,1
CTCF,HSD17B11,1
CTCF,SIRT1,1
CTCF,WDHD1,1
CTCF,CNTRL,1
CTCF,RARG,1
CTCF,PDE3B,1
CTCF,ANKFY1,1
CTCF,E2F2,1
CTCF,B3GNT5,1
CTCF,GLIS3,1
CTCF,MBD1,1
CTCF,KDELR3,1
CTCF,PDGFA,1
CTCF,ZNF502,1
CTCF,SLC46A3,1
CTCF,TCF4,1
CTCF,NID1,1
CTCF,MAFF,1
CTCF,LHFPL2,1
CTCF,MALT1,1
CTCF,PLK4,1
CTCF,NFE2L3,1
CTCF,UNC13B,1
CTCF,PLOD2,1
CTCF,PRKD1,1
CTCF,CPEB1,1
CTCF,TRIP4,1
CTCF,ACVR2A,1
CTCF,HHEX,1
CTCF,ZNF585B,1
CTCF,ACO1,1
CTCF,SOX11,1
CTCF,RAD54B,1
CTCF,DBP,1
CTCF,SLC29A1,1
CTCF,TJP2,1
CTCF,ZNF701,1
CTCF,ZNF878,1
CTCF,URI1,1
CTCF,TOP2A,1
CTCF,PRTG,1
CTCF,ZNF764,1
CTCF,ZBTB4,1
CTCF,SH3PXD2A,1
CTCF,FLRT2,1
CTCF,PLAA,1
CTCF,BMPER,1
CTCF,HOMER1,1
CTCF,TRAPPC11,1
CTCF,RWDD4,1
CTCF,ZNF507,1
CTCF,PRMT6,1
CTCF,ZIK1,1
CTCF,TBCE,1
CTCF,CDKN2AIP,1
CTCF,ZNF202,1
CTCF,ZNF264,1
CTCF,RIN2,1
CTCF,ZBTB44,1
CTCF,ARHGAP29,1
CTCF,KBTBD2,1
CTCF,PARPBP,1
CTCF,ALG6,1
CTCF,SMAD3,1
CTCF,MRRF,1
CTCF,GATA4,1
CTCF,S1PR3,1
CTCF,TCF3,1
CTCF,ZNF326,1
CTCF,UBE2D1,1
CTCF,ZNF234,1
CTCF,PELI2,1
CTCF,NT5DC3,1
CTCF,RNF38,1
CTCF,TTC39B,1
CTCF,ZNF791,1
CTCF,ZNF490,1
CTCF,MAN1A1,1
CTCF,RUNX3,1
CTCF,LHX2,1
CTCF,RNF170,1
CTCF,LIMCH1,1
CTCF,CLDN7,1
CTCF,ZNF560,1
CTCF,ZBED5,1
CTCF,WDR44,1
CTCF,PLAU,1
CTCF,INSIG2,1
CTCF,NXF1,1
CTCF,ZNF860,1
CTCF,OSBPL10,1
CTCF,TTC27,1
CTCF,SETD7,1
CTCF,RRAS2,1
CTCF,FASTKD5,1
CTCF,FOSB,1
CTCF,ZNF354B,1
CTCF,RAB31,1
CTCF,BMP2,1
CTCF,DIAPH2,1
CTCF,PIBF1,1
CTCF,RHOBTB3,1
CTCF,PIK3R5,1
CTCF,MFHAS1,1
CTCF,ARID4A,1
CTCF,PNRC1,1
CTCF,GPBP1L1,1
CTCF,MIER3,1
CTCF,NGLY1,1
CTCF,WWP1,1
CTCF,ZNF232,1
CTCF,PRDM6,1
CTCF,SREBF2,1
CTCF,SNX14,1
CTCF,CCDC93,1
CTCF,LRIG3,1
CTCF,JPH1,1
CTCF,DPH2,1
CTCF,POLR3C,1
CTCF,PRDM5,1
CTCF,ZNF781,1
CTCF,SAMD8,1
CTCF,SP4,1
CTCF,IRX3,1
CTCF,ITFG1,1
CTCF,SIX1,1
CTCF,ZNF83,1
CTCF,MRFAP1L1,1
CTCF,IKZF1,1
CTCF,ESRP1,1
CTCF,SORT1,1
CTCF,BACH2,1
CTCF,ZNF600,1
CTCF,GATA2,1
CTCF,FAM117B,1
CTCF,BMP4,1
CTCF,ZNF211,1
CTCF,ZNF148,1
CTCF,BTBD10,1
CTCF,SEC24D,1
CTCF,HOMEZ,1
CTCF,B3GALNT1,1
CTCF,HDHD2,1
CTCF,STAT3,1
CTCF,CEP85L,1
CTCF,LRRC40,1
CTCF,LRAT,1
CTCF,ZNF281,1
CTCF,PRIM1,1
CTCF,ANKRD13C,1
CTCF,RFESD,1
CTCF,SEMA6A,1
CTCF,ZDHHC21,1
CTCF,CNKSR3,1
CTCF,TGIF2,1
CTCF,BNIP3,1
CTCF,SALL4,1
CTCF,NFAT5,1
CTCF,METTL18,1
CTCF,C1orf112,1
CTCF,DYNC1I1,1
CTCF,ARID5A,1
CTCF,ZNF468,1
CTCF,ETV7,1
CTCF,STAT1,1
CTCF,VSX1,1
CTCF,ACTC1,1
CTCF,ZNF165,1
CTCF,ZNF8,1
CTCF,UNC5C,1
CTCF,ZNF883,1
CTCF,TBC1D23,1
CTCF,RARB,1
CTCF,KLHL24,1
CTCF,HMBOX1,1
CTCF,FOXJ2,1
CTCF,CDH11,1
CTCF,HIF3A,1
CTCF,CPVL,1
CTCF,WNT5A,1
CTCF,NFE2,1
CTCF,ASS1,1
CTCF,HMX2,1
CTCF,AEBP1,1
CTCF,EPCAM,1
CTCF,POLE2,1
CTCF,PGM1,1
CTCF,WLS,1
CTCF,THAP5,1
CTCF,DNAJB9,1
CTCF,SEMA3E,1
CTCF,ZNF668,1
CTCF,ZNF646,1
CTCF,ZNF813,1
CTCF,ZNF90,1
CTCF,MAPRE2,1
CTCF,ADAM10,1
CTCF,PYGL,1
CTCF,BNC2,1
CTCF,RIOK2,1
CTCF,EPB41L3,1
CTCF,CD200,1
CTCF,MME,1
CTCF,ABLIM1,1
CTCF,PROSER1,1
CTCF,THAP4,1
CTCF,FOXH1,1
CTCF,MIA3,1
CTCF,ZNF528,1
CTCF,ERBB4,1
CTCF,ANXA3,1
CTCF,ANGPT2,1
CTCF,PPIL1,1
CTCF,LIN28B,1
CTCF,ZNF516,1
CTCF,ITM2A,1
CTCF,AGPAT5,1
CTCF,GABRB3,1
CTCF,ZNF396,1
CTCF,NKX1-2,1
CTCF,POU3F1,1
CTCF,DERA,1
CTCF,PEX3,1
CTCF,CLP1,1
CTCF,ZNF567,1
CTCF,SOX3,1
CTCF,IGDCC4,1
CTCF,SIX6,1
CTCF,TMF1,1
CTCF,ACBD3,1
CTCF,TEFM,1
CTCF,DOCK7,1
CTCF,PNPLA8,1
CTCF,CDX2,1
CTCF,FOXN4,1
CTCF,TMEM47,1
CTCF,AXL,1
CTCF,NUP54,1
CTCF,CLDN11,1
CTCF,HOXD1,1
CTCF,UGGT2,1
CTCF,PRC1,1
CTCF,GPR83,1
CTCF,LEF1,1
CTCF,ZNF773,1
CTCF,SPP1,1
CTCF,SOX5,1
CTCF,RFX4,1
CTCF,GPR89B,1
CTCF,PUS3,1
CTCF,COL4A2,1
CTCF,COL4A1,1
CTCF,CCKBR,1
CTCF,NR1H2,1
CTCF,PALB2,1
CTCF,COLEC12,1
CTCF,MEPE,1
CTCF,CRHBP,1
CTCF,MCM5,1
CTCF,NCAM1,1
CTCF,ZNF624,1
CTCF,LHX6,1
CTCF,ZNF30,1
CTCF,ZIC3,1
CTCF,PPWD1,1
CTCF,NUP35,1
CTCF,XRN1,1
CTCF,GPC4,1
CTCF,PRDM14,1
CTCF,CHL1,1
CTCF,NODAL,1
CTCF,KLF12,1
CTCF,MSANTD3-TMEFF1,1
CTCF,NANOG,1
EGR1,GTF2B,1
EGR1,STAT1,1
EGR1,PPP3CB,1
EGR1,WDHD1,1
EGR1,DDX20,1
EGR1,NOL11,1
EGR1,SIRT1,1
EGR1,ZFP14,1
EGR1,KAT7,1
EGR1,RLF,1
